Time (sec),Watt
1,123.55
2,123.16
3,123.19
4,123.14
5,126.72
6,120.81
7,122.2
8,122.63
9,129.94
10,124.21
11,123.76
12,124.36
13,125.9
14,128.46
15,125.62
16,124.5
17,123.83
18,123.78
19,125.98
20,130.08
21,131.63
22,131.13
23,129.08
24,133.87
25,135.74
26,137.6
27,141.8
28,144.27
29,141.71
30,150.69
31,151.62
32,150.7
33,150.28
34,152.5
35,153.15
36,155.05
37,153.92
38,153.33
39,156.18
40,159.14
41,155.32
42,150.82
43,150.3
44,150.34
45,159.88
46,150.75
47,147.42
48,148.69
49,149.71
50,151.04
51,151.94
52,148.91
53,149.25
54,149.2
55,148.87
56,149.07
57,152.24
58,151.59
59,153.96
60,157.27
