Time (sec),Watt
1,143.84
2,143.29
3,143.09
4,140.84
5,136.99
6,137.43
7,140.98
8,140.05
9,146.83
10,147.55
11,148.09
12,148.89
13,151.85
14,144.34
15,142.58
16,142.51
17,147.08
18,148.09
19,148.05
20,149.89
21,151.75
22,153.25
23,154.35
24,156.53
25,154.89
26,154.88
27,156.28
28,157.44
29,158.93
30,158.23
31,157.33
32,156.68
33,156.67
34,156.78
35,157.97
36,157.38
37,153.07
38,153.44
39,152.49
40,152.02
41,151.64
42,151.75
43,150.82
44,150.84
45,152.83
46,152.97
47,152.63
48,152.47
49,151.16
50,152.51
51,151.62
52,151.88
53,151.27
54,152.84
55,150.89
56,150.92
57,150.98
58,151.52
59,152.24
60,152.29
