Time (sec),Watt
1,137.83
2,138.1
3,136.23
4,133.74
5,131.64
6,134.48
7,137.97
8,139.86
9,138.09
10,140
11,140.33
12,142.19
13,136.03
14,137.34
15,137.14
16,139.62
17,145.64
18,146.68
19,144.6
20,148.27
21,152.69
22,154.39
23,158.78
24,161.5
25,159.02
26,162.97
27,165.99
28,165.52
29,165.72
30,166.34
31,167.98
32,168.17
33,167.62
34,162.72
35,159.81
36,163.58
37,166.86
38,164.92
39,163.83
40,159.41
41,164.42
42,164.11
43,160.32
44,156.04
45,154.81
46,154.41
47,155.4
48,155.82
49,154.5
50,154.3
51,155.12
52,155.01
53,154.45
54,156.33
55,150.94
56,149.83
57,148.89
58,152.83
59,153.68
60,152.87
