Time (sec),Watt
1,131.69
2,134.58
3,132.62
4,131.28
5,128.91
6,127.13
7,130.87
8,132.82
9,133.86
10,136.12
11,132.43
12,133.42
13,136.61
14,137.09
15,138.05
16,133.07
17,131.43
18,133.04
19,132
20,135.23
21,138.33
22,138.47
23,143.38
24,144.77
25,145.29
26,144.9
27,150.18
28,154.5
29,157.49
30,162.13
31,163.82
32,164.6
33,163.16
34,160.11
35,159.93
36,160
37,160.21
38,156.86
39,156.56
40,156.12
41,157.77
42,157.09
43,160.9
44,156.33
45,153.46
46,156.3
47,155.24
48,155.8
49,155.38
50,155.6
51,154.59
52,154
53,153.23
54,151.79
55,151.93
56,152.72
57,151.22
58,152.5
59,149.52
60,147.91
