Time (sec),Watt
1,144.26
2,144.21
3,143.79
4,140.42
5,138.9
6,138.08
7,137.07
8,136.3
9,140.97
10,143.8
11,144.07
12,144.26
13,146.01
14,147.49
15,149.4
16,147.2
17,143.12
18,143.21
19,144.79
20,147.81
21,151.72
22,151.46
23,153.52
24,157.16
25,158.53
26,161.97
27,162.26
28,164.1
29,164.39
30,161.36
31,165.09
32,160.14
33,164.49
34,160.15
35,163.76
36,160.9
37,155.06
38,155.26
39,155.53
40,155.38
41,152.48
42,152.82
43,155.49
44,156.24
45,154.94
46,151.32
47,154.75
48,154.09
49,156.58
50,151.96
51,149.53
52,150.48
53,150.23
54,150.6
55,149.84
56,150.11
57,155.08
58,148.08
59,144.58
60,151.15
