Time (sec),Watt
1,123.8
2,123.13
3,123.77
4,120.79
5,118.7
6,115.99
7,114.34
8,118.61
9,120.6
10,121.57
11,124.36
12,125.59
13,125.07
14,124.8
15,126.78
16,127.35
17,125.27
18,124.67
19,124.58
20,126.18
21,129.29
22,128.77
23,130.72
24,134.98
25,135.75
26,136.24
27,139.76
28,144.45
29,146.11
30,146.93
31,154.43
32,153.3
33,152.47
34,153.89
35,155.36
36,157.14
37,157.56
38,156.98
39,158.06
40,160.2
41,157.85
42,154.19
43,151.97
44,152.07
45,151.59
46,152.88
47,149.33
48,146.91
49,151.13
50,151.44
51,150.95
52,147.99
53,147.69
54,146.22
55,145.82
56,147.46
57,149.66
58,149.95
59,150.98
60,150.98
