Time (sec),Watt
1,140.99
2,141.47
3,141.48
4,140.93
5,140.23
6,141.51
7,142.39
8,141.67
9,139.88
10,138.93
11,138.9
12,138.98
13,132.68
14,140.59
15,139.92
16,139.69
17,138.99
18,139.02
19,138.63
20,139.49
21,139.38
22,136.51
23,134.87
24,135.96
25,140.69
26,140.98
27,140.78
28,141.31
29,143.82
30,141.41
31,141.96
32,141.67
33,142.39
34,142.23
35,140.62
36,140.62
37,143.32
38,142.88
39,142.08
40,141.63
41,143.98
42,140.92
43,137.8
44,138.92
45,138.83
46,142.01
47,140.27
48,137.98
49,138.04
50,140.1
51,138.28
52,141.33
53,138.99
54,141.02
55,138.32
56,138.6
57,138.99
58,136.49
59,137.18
60,139.07
