Time (sec),Watt
1,144.2
2,142.78
3,136.59
4,144.57
5,139.7
6,139.4
7,151.31
8,157.08
9,151.37
10,150.93
11,150.79
12,147.32
13,142.63
14,148.84
15,151.24
16,154.4
17,156.62
18,145.38
19,144.87
20,144.6
21,147.32
22,147.72
23,148.23
24,147.9
25,148.72
26,152.69
27,147.12
28,148.96
29,146.34
30,146.24
31,140.61
32,148.81
33,147.72
34,147.24
35,146.38
36,147.08
37,150.64
38,147.58
39,146.84
40,142.29
41,145.43
42,148.72
43,146.16
44,143.27
45,150.46
46,153.83
47,146.43
48,146.1
49,144.13
50,147.94
51,151.19
52,141.98
53,145.52
54,145.79
55,149.12
56,141.49
57,146.7
58,149.78
59,149.41
60,148.52
