Time (sec),Watt
1,143.61
2,139
3,140.67
4,138.1
5,140.04
6,143.38
7,148.17
8,146.15
9,145.97
10,144.48
11,148.71
12,144.33
13,147.02
14,147.89
15,140.99
16,134.86
17,160.47
18,143.61
19,147.51
20,148.64
21,151.73
22,148.86
23,140.28
24,153.46
25,154.07
26,151.46
27,153.41
28,149.17
29,156.8
30,144.96
31,147.32
32,155.57
33,149.93
34,148.83
35,147.3
36,146.29
37,142.98
38,146.06
39,145.46
40,147.72
41,146.68
42,147.41
43,146.5
44,149.08
45,151.41
46,146.46
47,135.68
48,144.28
49,142.29
50,142.34
51,134.76
52,136.09
53,144.49
54,144.59
55,140.56
56,142.96
57,144.78
58,145.35
59,145.52
60,156.76
,
