Time (sec),Watt
1,156.34
2,152.51
3,152.77
4,153.47
5,155.18
6,158.34
7,157.49
8,158.89
9,150.55
10,151.49
11,152.25
12,151.44
13,150.99
14,152.34
15,145.42
16,147.65
17,149.21
18,152.42
19,150.58
20,149.1
21,145.62
22,140.12
23,147.74
24,146.27
25,144.1
26,152.77
27,151.7
28,157.95
29,156.39
30,153.95
31,156.65
32,158.21
33,159.4
34,153.13
35,153.43
36,150.22
37,152.88
38,146.59
39,150.15
40,159.93
41,157.32
42,151.73
43,150.69
44,154.87
45,152.89
46,143.98
47,139.55
48,148.69
49,149.2
50,150.44
51,148.42
52,145.42
53,147.46
54,145.99
55,151.17
56,151.51
57,149.56
58,155.33
59,150.39
60,140.73
