Time (sec),Watt
1,139.51
2,139.03
3,139.18
4,139.33
5,141.09
6,146.85
7,145.85
8,140.37
9,141.39
10,140.85
11,141.44
12,141.35
13,142.51
14,145.12
15,138.47
16,142.06
17,142.27
18,141.06
19,139.13
20,138.21
21,143.72
22,144.11
23,143.49
24,144.02
25,145.57
26,146.31
27,143.58
28,141.33
29,140.12
30,140.89
31,140.89
32,139.95
33,141.28
34,141.64
35,141.58
36,141.28
37,140.59
38,141.13
39,141.38
40,141.73
41,141.56
42,140.35
43,141.25
44,141.1
45,141.39
46,141.09
47,141.16
48,140.98
49,140.94
50,141.06
51,140.92
52,140.73
53,140.63
54,141.41
55,139.48
56,138.58
57,138.33
58,140.33
59,141.79
60,136.97
