Time (sec),Watt
1,140.13
2,144.34
3,144.95
4,142.41
5,148.7
6,147.06
7,146.34
8,150.22
9,142.7
10,144.6
11,143.79
12,147.96
13,143.39
14,144.84
15,143.49
16,137.61
17,147.07
18,147.25
19,144.04
20,144.42
21,142.81
22,143.44
23,145.51
24,147.55
25,140.57
26,146.41
27,144.64
28,147.35
29,143.17
30,147.48
31,144.57
32,145.29
33,140.74
34,136.77
35,139.59
36,145.13
37,138.11
38,142.98
39,146.94
40,148.06
41,144.32
42,139.54
43,141.81
44,140.72
45,146.67
46,147.86
47,144.36
48,143.61
49,148.47
50,145.24
51,138.73
52,140.95
53,138.82
54,142.5
55,143.26
56,148.58
57,147.95
58,153.65
59,161.84
60,144.59
