Time (sec),Watt
1,148.72
2,150.28
3,148.07
4,141.33
5,153.17
6,151.38
7,150.14
8,149
9,150.17
10,153.41
11,147.52
12,148.52
13,153.11
14,151.72
15,144.98
16,146.02
17,142.69
18,139.64
19,146.74
20,147.92
21,152.71
22,150.43
23,150.37
24,139.46
25,147.28
26,153.78
27,146.56
28,142.02
29,147.98
30,149.03
31,141.16
32,149.01
33,149.43
34,145.23
35,149.72
36,149
37,160.54
38,148.49
39,152.59
40,147
41,148.24
42,150.13
43,142.38
44,149.53
45,142.24
46,150.59
47,135.81
48,146.74
49,142.54
50,144.87
51,147.52
52,153.69
53,148.87
54,148.61
55,151.52
56,145.77
57,148.95
58,148.46
59,151.78
60,154.06
