Time (sec),Watt
1,151.71
2,151.83
3,148.45
4,154.21
5,151.88
6,156.1
7,146.83
8,149.23
9,149.89
10,152.94
11,154.97
12,154.02
13,149.85
14,151.04
15,153.27
16,153.54
17,154.79
18,151.88
19,150.65
20,151.72
21,153.94
22,154.27
23,151.59
24,149.73
25,152.82
26,152.52
27,152.08
28,153.85
29,150.15
30,150.64
31,153.54
32,152.51
33,153.17
34,153.25
35,152.41
36,153.85
37,150.47
38,149.69
39,150.36
40,154.94
41,155.29
42,152.96
43,150.22
44,153.89
45,154.06
46,150.14
47,153.68
48,153.7
49,151.23
50,151.55
51,154.39
52,152.75
53,151.39
54,151.27
55,150.88
56,147.02
57,150.83
58,149.57
59,153.57
60,153.03
