Time (sec),Watt
1,143.08
2,143.86
3,146.14
4,146.06
5,151.81
6,152.45
7,154.14
8,152.37
9,154.84
10,149.35
11,149.26
12,152.56
13,150.82
14,149.04
15,148.34
16,152.38
17,153.39
18,150.78
19,149.59
20,147.1
21,149
22,149.27
23,150.33
24,147.96
25,150.06
26,149.79
27,144.68
28,146.83
29,147.38
30,148.77
31,146.41
32,147.49
33,150.93
34,153.87
35,149.13
36,148.71
37,148.68
38,146.17
39,147.87
40,149.2
41,148.39
42,151.5
43,150.84
44,150.34
45,148.83
46,150.22
47,151.53
48,146.85
49,149.98
50,146.44
51,146.54
52,148.71
53,153.4
54,150.49
55,148.62
56,146.85
57,150.15
58,141.8
59,145.18
60,146.62
