Time (sec),Watt
1,139.52
2,137.89
3,138.52
4,146.55
5,145.86
6,144.3
7,144.16
8,139.67
9,139.17
10,141.45
11,140.21
12,143.88
13,145.28
14,135.63
15,136.63
16,145.13
17,145.21
18,141.44
19,140.82
20,144.4
21,144.6
22,141.85
23,140.89
24,141.84
25,142.1
26,141.86
27,141.9
28,142.63
29,143.26
30,140.54
31,140.25
32,142.5
33,142.87
34,141.76
35,140.51
36,141.92
37,137.8
38,140.25
39,142.93
40,140.29
41,139.91
42,139.81
43,139.94
44,140.07
45,141.87
46,142.65
47,138.95
48,138.03
49,140.01
50,139.99
51,140.42
52,140.96
53,140.93
54,138.64
55,139.35
56,144.08
57,145.94
58,146.85
59,141.71
60,137.16
