Time (sec),Watt
1,149.04
2,147.82
3,147.83
4,145.95
5,148.92
6,149.41
7,152.74
8,151.44
9,150.56
10,150.28
11,145.42
12,146.17
13,149.16
14,147.43
15,150.19
16,148.31
17,149.67
18,150.43
19,149.89
20,145.37
21,145.67
22,144.94
23,147.8
24,150.4
25,147.4
26,146.77
27,147.93
28,146.29
29,145.83
30,146.62
31,146.05
32,147.69
33,148.17
34,147.39
35,148.78
36,151.49
37,148.32
38,142.1
39,142.84
40,147.76
41,148.01
42,147.36
43,148.85
44,147.89
45,148.35
46,147.39
47,149.82
48,146.91
49,152.2
50,147.99
51,145.87
52,145.1
53,147.74
54,149.82
55,146.98
56,148.22
57,148.8
58,152.6
59,150.69
60,146.11
