Time (sec),Watt
1,147.06
2,145.57
3,146.11
4,143.81
5,148.68
6,149.66
7,150.32
8,148.19
9,148.99
10,149.17
11,146.15
12,148.46
13,145.81
14,147.75
15,150.76
16,147.7
17,149.19
18,149.08
19,149.64
20,147.28
21,146.77
22,149.37
23,148.31
24,148.16
25,152.66
26,146.19
27,147.58
28,148.61
29,152.69
30,145
31,148.81
32,146.7
33,150.01
34,150.02
35,147.44
36,144.71
37,143.87
38,146.17
39,146.69
40,144.28
41,147.79
42,146.56
43,145.53
44,144.07
45,145.06
46,150.15
47,146.57
48,142.65
49,147.57
50,146.89
51,144.57
52,145.36
53,147.25
54,148.57
55,149.94
56,146.44
57,146.86
58,148.82
59,148.25
60,148.61
