Time (sec),Watt
1,144.76
2,142.9
3,143.93
4,140.49
5,140.09
6,151.8
7,147.96
8,146.66
9,146.04
10,138.67
11,142.38
12,145.81
13,146.95
14,139.09
15,144.24
16,142.51
17,139.37
18,151.18
19,150.72
20,148.1
21,151.67
22,152.4
23,153.73
24,150.97
25,150.09
26,149.91
27,150.2
28,149.63
29,146.76
30,149.29
31,148.06
32,142.87
33,147.75
34,149.54
35,149.02
36,143.02
37,149.18
38,148.87
39,146.19
40,144.55
41,146.59
42,146.47
43,150.31
44,149.29
45,137.67
46,146.8
47,146.12
48,144.63
49,140.99
50,149.84
51,146.9
52,144.73
53,146.01
54,147
55,146.2
56,148.89
57,143.14
58,144.59
59,142.68
60,141.15
