Time (sec),Watt
1,147.53
2,147.6
3,147.77
4,148.09
5,148.33
6,148.93
7,151.24
8,148.97
9,147.7
10,147.68
11,148.24
12,151.33
13,149.07
14,150.28
15,146.27
16,149.01
17,148.82
18,148.26
19,148.9
20,149.24
21,148.92
22,149.19
23,148.6
24,146.04
25,145.06
26,146.07
27,147.37
28,150.45
29,148.27
30,146.23
31,144.94
32,147.53
33,149.57
34,149.44
35,148.99
36,144.24
37,144.28
38,146.11
39,147.1
40,148.94
41,148.48
42,146.6
43,146.08
44,147.21
45,143.01
46,148.01
47,147.53
48,145.05
49,149.12
50,147.47
51,150.66
52,146.02
53,145.74
54,149.2
55,149.29
56,148.47
57,144.53
58,144.37
59,148.09
60,149.72
