Time (sec),Watt
1,145.48
2,143.29
3,143.22
4,144.85
5,144.12
6,144.09
7,143.03
8,145.66
9,145.08
10,146.82
11,144.68
12,146.75
13,149.68
14,140.97
15,149.36
16,145.16
17,141.59
18,149.97
19,143.34
20,142.31
21,139.91
22,149.92
23,145.48
24,144.73
25,140.78
26,149
27,149.04
28,150.94
29,153.31
30,146.99
31,148.92
32,148.07
33,150.9
34,198.93
35,143.77
36,143.88
37,147.99
38,148.54
39,147.28
40,150.02
41,148.09
42,153.65
43,151.43
44,146.39
45,147.55
46,145.24
47,147.06
48,149.74
49,146.44
50,150.13
51,142.49
52,143.15
53,142.08
54,144.83
55,149.61
56,147.95
57,142.79
58,146.89
59,147.17
60,142.49
