Time (sec),Watt
1,141.57
2,141.12
3,137.93
4,138.47
5,142.46
6,143.62
7,144.11
8,144.99
9,144.89
10,141.5
11,140.72
12,142.67
13,141.68
14,141.91
15,137.95
16,141.25
17,147.36
18,147.56
19,140.84
20,137.71
21,139.94
22,142.55
23,142.94
24,146.64
25,144.65
26,142.56
27,144.28
28,142.23
29,141.75
30,141.78
31,141.6
32,140.91
33,138.62
34,140.53
35,140.01
36,141.69
37,142.16
38,142.08
39,142.07
40,141.08
41,141.85
42,141.5
43,141.26
44,139.6
45,141.57
46,140.34
47,141.51
48,141.34
49,141.63
50,139.79
51,137.97
52,137.32
53,140.54
54,140.76
55,140.2
56,140.13
57,144.45
58,140.67
59,141.19
60,135.69
