Time (sec),Watt
1,144.29
2,146.7
3,147.38
4,146.75
5,148.88
6,149.76
7,148.71
8,148.36
9,149.89
10,149.23
11,148.71
12,149.71
13,147.96
14,146.48
15,150.28
16,151.57
17,149.18
18,147.5
19,147.81
20,147.88
21,148.1
22,148.6
23,147.5
24,148.78
25,147.54
26,148.58
27,149.11
28,149.18
29,149.19
30,148.65
31,149.09
32,148.07
33,153.58
34,149.74
35,148.23
36,148.44
37,148.83
38,149.41
39,149.24
40,148.58
41,148.44
42,145.18
43,144.96
44,144.89
45,146.86
46,145.31
47,151.05
48,150.46
49,142.16
50,143.02
51,146.87
52,147.45
53,147.82
54,147.84
55,148.18
56,148.43
57,147.32
58,148.47
59,149.91
60,146.93
