Date,Time,"提交虛擬記憶體 [MB]","可用虛擬記憶體 [MB]","虛擬記憶體使用率 [%]","已用物理記憶體 [MB]","可用物理記憶體 [MB]","物理記憶體使用率 [%]","分頁檔使用率 [%]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 4 VID [V]","Core 5 VID [V]","Core 6 VID [V]","Core 7 VID [V]","核心頻率 (avg) [MHz]","Core 0 頻率 (perf #4) [MHz]","Core 1 頻率 (perf #6) [MHz]","Core 2 頻率 (perf #3) [MHz]","Core 3 頻率 (perf #1) [MHz]","Core 4 頻率 (perf #7) [MHz]","Core 5 頻率 (perf #1) [MHz]","Core 6 頻率 (perf #5) [MHz]","Core 7 頻率 (perf #2) [MHz]","匯流排頻率 [MHz]","核心有效頻率 (avg) [MHz]","Core 0 T0 有效頻率 [MHz]","Core 0 T1 有效頻率 [MHz]","Core 1 T0 有效頻率 [MHz]","Core 1 T1 有效頻率 [MHz]","Core 2 T0 有效頻率 [MHz]","Core 2 T1 有效頻率 [MHz]","Core 3 T0 有效頻率 [MHz]","Core 3 T1 有效頻率 [MHz]","Core 4 T0 有效頻率 [MHz]","Core 4 T1 有效頻率 [MHz]","Core 5 T0 有效頻率 [MHz]","Core 5 T1 有效頻率 [MHz]","Core 6 T0 有效頻率 [MHz]","Core 6 T1 有效頻率 [MHz]","Core 7 T0 有效頻率 [MHz]","Core 7 T1 有效頻率 [MHz]","平均有效頻率 [MHz]","核心使用率 (avg) [%]","Core 0 T0 使用率 [%]","Core 0 T1 使用率 [%]","Core 1 T0 使用率 [%]","Core 1 T1 使用率 [%]","Core 2 T0 使用率 [%]","Core 2 T1 使用率 [%]","Core 3 T0 使用率 [%]","Core 3 T1 使用率 [%]","Core 4 T0 使用率 [%]","Core 4 T1 使用率 [%]","Core 5 T0 使用率 [%]","Core 5 T1 使用率 [%]","Core 6 T0 使用率 [%]","Core 6 T1 使用率 [%]","Core 7 T0 使用率 [%]","Core 7 T1 使用率 [%]","最大CPU/執行緒使用率 [%]","CPU 總使用率 [%]","核心使用率 (avg) [%]","Core 0 T0 使用率 [%]","Core 0 T1 使用率 [%]","Core 1 T0 使用率 [%]","Core 1 T1 使用率 [%]","Core 2 T0 使用率 [%]","Core 2 T1 使用率 [%]","Core 3 T0 使用率 [%]","Core 3 T1 使用率 [%]","Core 4 T0 使用率 [%]","Core 4 T1 使用率 [%]","Core 5 T0 使用率 [%]","Core 5 T1 使用率 [%]","Core 6 T0 使用率 [%]","Core 6 T1 使用率 [%]","Core 7 T0 使用率 [%]","Core 7 T1 使用率 [%]","CPU 總使用率 [%]","核心倍頻 (avg) [x]","Core 0 倍頻 [x]","Core 1 倍頻 [x]","Core 2 倍頻 [x]","Core 3 倍頻 [x]","Core 4 倍頻 [x]","Core 5 倍頻 [x]","Core 6 倍頻 [x]","Core 7 倍頻 [x]","Package C6 駐留率 [%]","Core C0 駐留率 (avg) [%]","Core 0 C0 駐留率 [%]","Core 1 C0 駐留率 [%]","Core 2 C0 駐留率 [%]","Core 3 C0 駐留率 [%]","Core 4 C0 駐留率 [%]","Core 5 C0 駐留率 [%]","Core 6 C0 駐留率 [%]","Core 7 C0 駐留率 [%]","Core C1 駐留率 (avg) [%]","Core 0 C1 駐留率 [%]","Core 1 C1 駐留率 [%]","Core 2 C1 駐留率 [%]","Core 3 C1 駐留率 [%]","Core 4 C1 駐留率 [%]","Core 5 C1 駐留率 [%]","Core 6 C1 駐留率 [%]","Core 7 C1 駐留率 [%]","Core C6 駐留率 (avg) [%]","Core 0 C6 駐留率 [%]","Core 1 C6 駐留率 [%]","Core 2 C6 駐留率 [%]","Core 3 C6 駐留率 [%]","Core 4 C6 駐留率 [%]","Core 5 C6 駐留率 [%]","Core 6 C6 駐留率 [%]","Core 7 C6 駐留率 [%]","記憶體頻率 [MHz]","記憶體倍頻 [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [℃]","CPU 核心 [℃]","CPU SOC [℃]","APU GFX [℃]","核心溫度 (avg) [℃]","Core0 [℃]","Core1 [℃]","Core2 [℃]","Core3 [℃]","Core4 [℃]","Core5 [℃]","Core6 [℃]","Core7 [℃]","L3 快取 [℃]","CPU VDDCR_VDD 電壓 (SVI3 TFN) [V]","CPU VDDCR_SOC 電壓 (SVI3 TFN) [V]","CPU VDDCR_SR 電壓 (SVI3 TFN) [V]","CPU 核心電流 (SVI3 TFN) [A]","SoC 電流 (SVI3 TFN) [A]","CPU TDC [A]","CPU EDC [A]","SR 電流 (SVI3 TFN) [A]","CPU 封裝功率 [W]","核心功率 (avg) [W]","Core 0 功率 [W]","Core 1 功率 [W]","Core 2 功率 [W]","Core 3 功率 [W]","Core 4 功率 [W]","Core 5 功率 [W]","Core 6 功率 [W]","Core 7 功率 [W]","CPU 核心功率 (SVI3 TFN) [W]","CPU SoC 功率 (SVI3 TFN) [W]","Core+SoC+SR 功率 (SVI3 TFN) [W]","APU STAPM [W]","NPU 功率 [W]","系統總功率 [W]","Infinity Fabric 頻率 (FCLK) [MHz]","記憶體控制器頻率 (UCLK) [MHz]","L3 快取 [MHz]","頻率限制 - 全局 [MHz]","NPU 頻率 [MHz]","CPU TDC 限制 [%]","CPU EDC 限制 [%]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]","Thermal Limit [%]","Energy Performance Preference [%]","NPU 使用率 [%]","過熱降頻 (HTC) [Yes/No]","過熱降頻 (PROCHOT CPU) [Yes/No]","過熱降頻 (PROCHOT EXT) [Yes/No]","DRAM 讀取頻寬 [GB/s]","DRAM 寫入頻寬 [GB/s]","活動核心的平均數 []","TZ.TZ01 [℃]","CPU [RPM]","GPU [RPM]","SPD Hub 溫度 [℃]","VDD (SWA) 電壓 [V]","VDDQ (SWB) 電壓 [V]","VPP (SWC) 電壓 [V]","1.8V VOUT 電壓 [V]","1.0V VOUT 電壓 [V]","VIN 電壓 [V]","PMIC 高溫 [Yes/No]","PMIC 過壓 [Yes/No]","PMIC 欠壓 [Yes/No]","磁碟溫度 [℃]","磁碟溫度 2 [℃]","磁碟溫度 3 [℃]","磁碟剩餘壽命 [%]","磁碟可用備用 [%]","磁碟故障 [Yes/No]","磁碟警告 [Yes/No]","主機寫入總計 [GB]","主機讀取總計 [GB]","讀取活動率 [%]","寫入活動率 [%]","總活動率 [%]","讀取速率 [MB/s]","寫入速率 [MB/s]","讀取總計 [MB]","寫入總計 [MB]","GPU 溫度 [℃]","顯示記憶體頻率 [MHz]","GPU 使用率 [%]","PCIe 連結速度 [GT/s]","影格率 [FPS]","GPU 溫度 [℃]","顯示記憶體接面溫度 [℃]","GPU 熱點溫度 [℃]","GPU 過熱限制 [℃]","GPU 核心電壓 [V]","GPU 線路電壓 (avg) [V]","GPU FBVDD 輸入電壓 [V]","GPU 12VHPWR 電壓 [V]","GPU 功率 [W]","GPU 線路功率 (avg) [W]","GPU Core (NVVDD) 輸入功率 (總和) [W]","GPU FBVDD 輸入功率 [W]","GPU 12VHPWR 功率 [W]","GPU PCIe +3.3V 輸入功率 (估計) [W]","GPU 輸入 PP 源 功率 (總和) [W]","GPU Core (NVVDD) 輸出功率 [W]","GPU Core (NVVDD) 輸出功率 [W]","GPU 頻率 [MHz]","顯示記憶體頻率 [MHz]","GPU 視訊頻率 [MHz]","GPU 有效頻率 [MHz]","GPU Crossbar 頻率 [MHz]","GPU 核心使用率 [%]","顯示記憶體控制器使用率 [%]","GPU 視訊引擎使用率 [%]","GPU 匯流排使用率 [%]","顯示記憶體使用 [%]","GPU D3D 使用率 (avg) [%]","GPU D3D 使用率 [%]","GPU Video Decode 0 使用率 [%]","GPU Video Encode 0 使用率 [%]","GPU Video Encode 1 使用率 [%]","GPU VR 使用率 [%]","GPU 效能限制 (avg) [Yes/No]","效能限制 - 功率 [Yes/No]","效能限制 - 過熱 [Yes/No]","效能限制 - 可靠性電壓 [Yes/No]","效能限制 - 最大作業電壓 [Yes/No]","效能限制 - 使用率 [Yes/No]","效能限制 - SLI GPUBoost Sync [Yes/No]","PCI Express Error Counters (avg) []","Receiver Errors []","Replay Count []","Replay Pollover Count []","Bad DLLP Count []","Bad TLP Count []","8B10B Error Count []","Sync Header Error Count []","LCRC Error Count []","Failed L0s Exit Count []","NAKs Sent Count []","NAKs Received Count []","Lane Errors []","Recovery Count []","Total Correctable Error Count []","Correctable Error Count []","Non-Fatal Error Count []","Fatal Error Count []","Unsupported Request Count []","可用顯示記憶體 [MB]","分配顯示記憶體 [MB]","GPU D3D 專用顯示記憶體 [MB]","GPU D3D 共用顯示記憶體 [MB]","PCIe 連結速度 [GT/s]","電池電壓 [V]","剩餘容量 [Wh]","電池電量 [%]","充電速率 [W]","損耗程度 [%]","影格率 [FPS]","1% 低影格率 [FPS]","0.1% 低影格率 [FPS]","影格時間 [ms]","影格率 Presented (avg) [FPS]","影格率 Presented (99%) [FPS]","影格率 Presented (1%) [FPS]","影格率 Displayed (avg) [FPS]","Frame Time Presented (avg) [ms]","Frame Time Presented (99%) [ms]","Frame Time Presented (1%) [ms]","GPU Busy (avg) [ms]","GPU Wait (avg) [ms]","CPU Busy (avg) [ms]","CPU Wait (avg) [ms]","下載總計 [MB]","上傳總計 [MB]","目前下載速率 [KB/s]","目前上傳速率 [KB/s]","錯誤總數 []",
24.1.2026,20:3:28.455,22121,11889,65.0,13183,18779,41.2,2.2,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.940,3846.2,3868.0,3843.1,3843.1,3843.1,3843.1,3843.1,3843.1,3843.1,99.8,1024.8,1535.1,777.5,539.2,509.5,912.8,764.4,2623.3,924.9,454.4,517.4,2331.7,1177.0,603.4,601.2,1327.3,797.5,1024.8,24.9,30.7,19.8,14.2,13.4,23.5,19.5,62.2,22.1,12.2,13.9,55.3,28.0,15.5,15.5,33.2,19.8,62.2,24.9,24.6,28.9,19.1,13.2,12.5,22.2,18.8,65.0,22.9,11.2,12.7,57.7,29.1,14.4,14.6,32.5,19.4,24.6,38.5,38.8,38.5,38.5,38.5,38.5,38.5,38.5,38.5,0.0,39.3,38.4,18.4,32.5,72.5,16.9,72.2,21.4,41.9,47.1,61.6,35.2,67.4,27.5,20.5,27.8,78.6,58.1,13.7,0.0,46.6,0.0,0.0,62.8,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,93.5,93.4,81.2,81.2,85.3,85.7,86.5,85.0,93.4,81.9,89.1,80.4,80.4,86.9,1.062,1.089,0.650,12.232,4.939,12.014,87.900,0.249,23.474,2.123,2.263,1.089,2.041,3.676,0.889,3.207,1.537,2.283,13.009,5.376,18.547,21.084,0.000,0.000,1597.1,2395.7,4276.2,4835.0,6.3,17.2,62.8,29.3,33.5,60.2,98.4,0,0.0,�_,�_,�_,7.851,1.854,3.1,93.1,5400,5760,71.0,1.110,1.110,1.800,1.800,1.005,5.180,�_,�_,�_,60,60,52,99.0,100.0,�_,�_,8736,6486,0.5,0.0,0.5,0.008,0.047,14815,6869,81.2,2400.0,0.0,16.0,0.0,83.0,94.0,89.9,86.0,0.790,19.930,19.902,19.958,104.591,51.906,76.634,27.266,104.443,6.201,33.379,73.463,41.957,1845.0,2250.2,1800.0,1836.7,1770.0,97.0,31.0,0.0,9.0,61.2,16.4,82.0,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,7522,7245,420,16.0,16.958,60.093,84.0,0.000,5.9,60,11,1,17.3,88.3,1110.7,56.4,88.7,11.32,17.73,0.90,0.68,10.47,304.59,0.00,737,8,0.0,0.0,0,
24.1.2026,20:3:30.465,22650,11360,66.5,13268,18694,41.5,2.2,0.962,0.965,0.965,0.965,0.960,0.960,0.960,0.960,0.960,3933.5,3917.9,3917.9,3917.9,3942.9,3942.9,3942.9,3942.9,3942.9,99.8,1136.1,1701.9,870.2,580.3,503.6,1070.6,791.5,2727.1,1037.4,864.2,1083.4,2302.1,1173.8,663.6,607.6,1384.2,816.5,1136.1,28.3,35.0,22.4,15.4,13.4,27.3,20.3,66.4,25.4,23.7,30.0,56.5,28.8,17.2,15.9,34.7,20.6,66.4,28.3,27.4,32.9,21.4,14.2,12.4,26.1,19.6,67.7,25.7,21.3,26.8,57.0,29.1,15.9,14.7,33.7,19.9,27.4,39.4,39.2,39.2,39.2,39.5,39.5,39.5,39.5,39.5,0.0,44.8,43.0,19.1,36.7,80.3,39.6,72.6,23.1,44.1,46.8,57.0,47.4,63.2,19.7,26.8,27.4,76.9,55.9,8.5,0.0,33.7,0.1,0.0,33.8,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,94.9,95.0,81.8,81.8,86.5,86.5,87.6,86.5,94.8,84.5,90.2,81.1,80.9,87.7,1.029,1.089,0.650,13.156,4.950,13.277,83.368,0.249,24.066,2.359,2.336,1.228,2.099,3.682,2.215,3.366,1.598,2.346,13.587,5.388,19.137,21.113,0.000,0.000,1597.3,2395.7,4158.7,4191.6,6.2,19.0,59.5,30.1,34.7,60.3,100.0,8,0.0,�_,�_,�_,7.725,1.793,3.6,94.1,5400,5760,71.0,1.095,1.110,1.800,1.800,1.005,5.180,�_,�_,�_,60,60,53,99.0,100.0,�_,�_,8736,6486,0.5,0.5,1.0,0.010,0.083,14815,6869,81.8,2400.0,0.0,16.0,0.0,83.6,94.0,90.7,86.0,0.795,19.890,19.854,19.927,92.540,50.180,84.112,28.629,113.264,6.201,34.753,38.564,45.740,1875.0,2250.2,1800.0,1959.7,1785.0,98.0,33.0,0.0,7.0,63.8,12.5,62.3,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,7833,7556,426,16.0,16.988,60.093,84.0,0.000,5.9,60,11,1,10.2,119.2,1055.4,48.3,120.0,8.39,20.69,0.95,0.59,6.02,16.55,0.00,737,8,0.1,0.1,0,
24.1.2026,20:3:32.473,22657,11354,66.6,13264,18698,41.4,2.2,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,3868.0,3868.0,3868.0,3868.0,3868.0,3868.0,3868.0,3868.0,3868.0,99.8,1003.0,1519.8,741.6,510.3,457.7,982.1,775.3,2512.6,983.4,463.0,442.5,2353.4,1103.2,615.3,508.4,1249.8,829.1,1003.0,24.2,31.0,18.6,13.0,11.7,24.4,19.6,60.3,23.6,12.0,11.5,56.6,26.4,15.4,12.6,30.7,20.5,60.3,24.2,24.1,29.4,18.2,12.5,11.2,23.9,19.1,62.3,24.3,11.3,10.8,58.3,27.3,14.7,12.2,30.3,20.4,24.1,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,0.0,38.9,38.0,16.8,34.2,73.2,15.2,72.5,19.5,41.3,51.1,62.0,42.4,65.8,26.7,45.0,27.5,80.5,58.7,10.2,0.0,41.1,0.0,0.0,40.2,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,93.8,93.2,81.4,81.5,85.4,85.7,86.6,85.4,93.1,82.3,89.1,80.5,80.4,87.0,1.041,1.089,0.650,11.997,4.897,12.132,85.119,0.250,22.974,2.078,2.118,1.092,2.072,3.501,1.025,3.142,1.448,2.225,12.580,5.330,18.073,21.139,0.000,0.000,1597.1,2395.7,4198.0,4542.5,6.2,17.3,60.8,28.7,35.3,60.4,98.1,20,0.0,�_,�_,�_,7.204,1.692,3.1,95.1,5400,5760,70.8,1.095,1.110,1.800,1.800,1.005,5.180,�_,�_,�_,60,60,53,99.0,100.0,�_,�_,8736,6486,0.5,2.4,2.8,0.048,0.784,14815,6870,81.5,2400.0,0.0,16.0,0.0,83.4,94.0,90.3,86.0,0.800,19.930,19.900,19.961,109.419,52.120,83.110,28.019,111.661,6.201,34.124,54.182,47.546,1905.0,2250.2,1815.0,1856.8,1815.0,92.0,32.0,0.0,6.0,63.8,13.0,65.2,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,7833,7556,427,16.0,16.994,60.093,84.0,0.000,5.9,97,11,1,11.6,96.7,203.9,70.8,96.5,10.34,14.12,4.90,1.04,8.35,56.79,0.00,737,8,0.0,0.0,0,
24.1.2026,20:3:34.470,22651,11359,66.5,13257,18705,41.4,2.2,0.852,0.855,0.855,0.855,0.855,0.850,0.850,0.850,0.850,3418.8,3418.8,3418.8,3418.8,3418.8,3418.8,3418.8,3418.8,3418.8,99.8,978.5,1545.9,746.6,534.0,488.7,977.2,784.4,2201.0,993.7,448.7,446.5,2249.0,1044.2,635.2,545.8,1267.9,748.0,978.5,25.5,32.5,19.9,14.3,13.2,25.8,21.1,58.5,26.3,12.0,12.0,59.8,27.9,16.5,14.5,33.3,19.7,59.8,25.5,23.5,30.0,18.3,13.1,12.0,23.8,19.4,54.5,24.3,10.9,10.9,55.8,25.7,15.2,13.3,30.9,18.2,23.5,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,0.0,40.1,39.5,18.1,36.4,73.0,14.4,76.4,21.1,42.3,50.2,60.5,46.4,63.6,27.0,44.0,23.6,78.9,57.7,9.7,0.0,35.8,0.0,0.0,41.9,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,89.2,86.2,79.8,79.8,81.7,82.4,82.2,81.9,86.2,79.8,83.5,79.0,78.1,83.2,0.915,1.089,0.650,9.392,4.916,9.483,66.840,0.251,19.028,1.426,1.488,0.796,1.433,2.281,0.650,2.186,1.021,1.553,8.629,5.351,14.142,21.135,0.000,0.000,1597.1,2395.7,3718.9,5104.7,6.3,13.5,47.7,23.8,34.2,60.4,90.8,20,0.0,�_,�_,�_,7.412,1.741,3.2,90.1,5400,5760,70.8,1.095,1.110,1.800,1.800,1.005,5.180,�_,�_,�_,60,60,54,99.0,100.0,�_,�_,8736,6486,0.5,0.5,1.0,0.006,0.050,14815,6870,79.8,2400.0,0.0,16.0,0.0,83.7,94.0,90.7,86.0,0.800,19.920,19.884,19.956,115.016,54.195,83.581,28.037,112.152,6.201,34.172,67.956,47.268,1920.0,2250.2,1830.0,1880.1,1815.0,97.0,33.0,0.0,7.0,63.8,13.2,65.9,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,7833,7556,427,16.0,16.991,60.093,84.0,0.000,5.9,100,11,1,10.0,98.9,213.1,65.9,98.8,10.11,15.18,4.69,0.95,6.92,19.59,0.00,737,8,0.0,0.1,0,
24.1.2026,20:3:36.465,22579,11431,66.3,13226,18736,41.3,2.2,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,99.8,996.0,1563.0,810.3,574.1,517.8,1062.4,827.7,1900.2,1106.8,501.5,507.4,1838.1,1221.7,690.3,627.9,1376.5,810.1,996.0,30.9,38.4,25.8,18.2,16.6,33.4,26.5,60.4,35.6,15.9,16.2,58.3,38.7,21.4,19.9,43.4,25.5,60.4,30.9,23.9,29.7,19.9,14.0,12.7,25.8,20.4,47.1,27.5,12.3,12.5,45.3,30.1,16.5,15.3,33.6,19.7,23.9,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,0.0,48.0,48.6,23.2,46.6,80.1,20.2,81.1,29.2,55.4,47.1,51.4,58.9,53.4,19.9,58.8,18.9,70.8,44.6,4.9,0.0,18.0,0.0,0.0,21.2,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,85.5,82.7,79.6,79.0,79.7,80.7,79.9,80.3,82.6,78.7,80.5,78.3,76.9,81.1,0.808,1.089,0.650,8.474,4.999,8.439,47.449,0.250,17.379,1.105,1.133,0.655,1.104,1.710,0.588,1.625,0.810,1.219,6.835,5.441,12.438,21.100,0.000,0.000,1597.1,2395.7,3110.1,5230.1,6.2,12.1,33.9,21.7,31.9,60.3,87.0,20,0.0,�_,�_,�_,8.930,2.270,3.8,86.1,5340,5760,70.8,1.095,1.110,1.800,1.815,1.005,5.180,�_,�_,�_,60,60,52,99.0,100.0,�_,�_,8736,6486,0.5,1.5,2.1,0.016,0.122,14815,6871,79.0,2400.0,0.0,16.0,0.0,84.1,94.0,91.3,86.0,0.825,19.920,19.888,19.952,116.585,59.845,86.584,27.664,114.865,6.201,33.760,84.206,65.634,1950.0,2250.2,1830.0,1967.1,1830.0,94.0,32.0,0.0,7.0,63.8,13.6,67.8,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4446,7836,7559,427,16.0,16.991,60.093,84.0,0.000,5.9,98,11,1,9.9,99.7,104.0,91.1,99.7,10.03,10.98,9.61,9.96,0.06,9.72,0.30,737,8,0.0,0.0,0,
24.1.2026,20:3:38.490,22852,11158,67.1,13216,18746,41.3,2.2,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,2874.8,99.8,1059.5,1665.9,912.9,729.6,595.6,1169.1,884.7,1789.2,1155.8,593.0,579.0,1781.4,1182.1,866.1,714.6,1499.5,833.4,1059.5,36.6,45.9,32.2,25.6,20.9,41.1,31.1,64.0,41.1,20.7,20.3,63.8,41.9,30.3,24.8,53.0,28.9,64.0,36.6,25.4,31.7,22.4,17.8,14.6,28.4,21.6,44.2,28.5,14.4,14.2,44.1,29.1,21.0,17.3,36.6,20.1,25.4,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,0.0,56.7,59.1,33.1,57.2,85.1,27.8,84.4,41.4,65.3,42.6,40.9,64.2,42.8,14.9,69.3,15.6,58.6,34.7,0.7,0.0,2.8,0.0,0.0,2.9,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,83.2,81.6,79.7,79.0,79.3,80.3,79.4,79.9,81.6,78.5,79.6,78.2,76.7,80.2,0.758,1.089,0.650,8.611,5.096,8.621,38.695,0.251,17.242,1.039,1.059,0.711,1.026,1.493,0.634,1.434,0.822,1.133,6.528,5.547,12.237,21.062,0.000,0.000,1597.3,2395.7,2751.8,5247.5,6.2,12.3,27.6,21.6,30.2,60.2,85.9,20,0.0,�_,�_,�_,10.429,2.824,4.5,83.1,5400,5760,70.8,1.095,1.110,1.800,1.815,1.005,5.180,�_,�_,�_,60,60,52,99.0,100.0,�_,�_,8736,6486,0.5,0.5,1.0,0.008,0.034,14815,6871,79.0,2400.0,0.0,16.0,0.0,83.9,94.0,91.3,86.0,0.815,19.937,19.909,19.966,118.220,49.473,80.067,26.140,106.717,6.201,32.277,31.952,62.956,1980.0,2250.2,1860.0,1988.1,1845.0,97.0,30.0,0.0,8.0,66.1,13.9,69.7,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161,8121,7844,419,16.0,16.989,60.093,84.0,0.000,5.9,92,11,1,12.4,93.6,103.6,77.1,93.3,10.68,12.97,9.65,10.29,0.13,10.01,0.41,737,8,0.0,0.0,0,
24.1.2026,20:3:40.479,22660,11350,66.6,13223,18739,41.3,2.2,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,3269.1,3269.1,3269.1,3269.1,3269.1,3269.1,3269.1,3269.1,3269.1,99.8,1024.5,1530.5,869.1,589.2,631.8,996.7,858.6,1825.8,1240.2,573.4,580.1,1624.5,1522.1,676.7,706.2,1293.8,872.5,1024.5,31.4,36.1,27.3,18.6,20.0,31.0,27.3,57.6,39.0,18.0,18.3,51.5,47.6,20.9,22.1,40.1,27.2,57.6,31.4,24.5,28.3,21.3,14.4,15.5,24.2,21.2,45.1,30.6,14.0,14.2,40.1,37.8,16.2,17.2,31.4,21.3,24.5,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,0.0,47.9,46.8,25.4,44.7,78.6,23.0,81.6,30.3,53.0,49.0,53.2,61.9,55.2,21.4,65.2,18.4,69.7,47.0,3.1,0.0,12.9,0.0,0.0,11.9,0.0,0.0,0.0,2395.7,24.00,40,39,39,77,116,384,1,84.0,83.1,79.7,79.2,80.1,81.0,80.3,80.6,83.1,79.1,81.0,78.5,77.1,81.3,0.815,1.089,0.650,8.807,5.045,8.780,48.859,0.249,17.857,1.179,1.172,0.755,1.125,1.781,0.736,1.741,0.875,1.242,7.249,5.491,12.902,21.024,0.000,0.000,1597.1,2395.7,3136.2,5198.1,6.2,12.5,34.9,22.3,29.0,60.1,87.5,20,0.0,�_,�_,�_,9.169,2.441,3.8,84.1,5340,5760,70.5,1.095,1.110,1.800,1.815,1.005,5.110,�_,�_,�_,60,60,53,99.0,100.0,�_,�_,8736,6486,2.1,0.1,2.2,0.826,0.276,14817,6871,79.2,2400.0,0.0,16.0,0.0,84.2,94.0,91.4,86.0,0.800,19.926,19.896,19.957,116.550,59.224,83.063,27.994,111.558,6.201,34.111,90.199,61.443,1875.0,2250.2,1800.0,1915.4,1785.0,98.0,33.0,0.0,9.0,64.6,14.6,73.2,0.0,0.0,0.0,0.0,�O,�O,�_,�_,�_,�_,�_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,7929,7651,419,16.0,16.985,60.093,84.0,0.000,5.9,92,11,1,10.2,88.6,385.9,65.2,88.5,11.29,15.34,2.59,0.92,10.15,501.25,0.00,737,8,0.0,0.0,0,
