Time (sec),Watt
1,85.33
2,82.61
3,84.89
4,84.99
5,87.8
6,86.61
7,85.84
8,86.67
9,84.88
10,83.73
11,86.01
12,83.66
13,82.82
14,83.2
15,82.54
16,85.61
17,84.48
18,83
19,85.42
20,86.66
21,84.84
22,82.14
23,81.84
24,82.39
25,84.92
26,83.55
27,82.2
28,81.66
29,82.06
30,87.14
31,84.97
32,82.42
33,83.78
34,84.65
35,83.47
36,85.14
37,84.88
38,82.84
39,81.89
40,81.53
41,81.23
42,84.83
43,83.87
44,81.19
45,82.51
46,85.84
47,83.44
48,85.17
49,84.77
50,82.63
51,81.39
52,82.07
53,81.45
54,83.73
55,82.6
56,80.84
57,80.71
58,81.47
59,82.6
60,87.47
