Time (sec),Watt
1,98.11
2,97.59
3,97.76
4,98.15
5,95.96
6,96.43
7,95.08
8,96.01
9,96
10,96
11,95.72
12,97.47
13,96.5
14,95.54
15,95.65
16,95.34
17,95.91
18,96.01
19,95.29
20,95.43
21,95.56
22,95.41
23,94.85
24,94.24
25,93.92
26,93.79
27,93.57
28,94.73
29,94.31
30,94.44
31,95.01
32,96.24
33,95.95
34,96.36
35,96.57
36,96.73
37,96.71
38,96.25
39,95.91
40,95.61
41,95.27
42,95.43
43,96.09
44,96.17
45,95.21
46,96
47,95.99
48,96.82
49,97.02
50,95.77
51,95.7
52,95.28
53,96.01
54,95.49
55,94.22
56,94.42
57,95.01
58,95.81
59,98.49
60,101.53
