Time (sec),Watt
1,89.1
2,87.78
3,89.05
4,88.29
5,88.81
6,89.17
7,89.05
8,88.04
9,88.72
10,91
11,92.19
12,90.26
13,91.35
14,91.67
15,90.61
16,87.66
17,87.56
18,88.07
19,87.78
20,87.12
21,86.69
22,86.87
23,86.09
24,85.63
25,85.55
26,85.28
27,85.47
28,85.59
29,86.23
30,85.69
31,86.4
32,87.2
33,87.05
34,86.56
35,86.9
36,87.16
37,87.21
38,86.97
39,87.16
40,87.24
41,86.32
42,86.95
43,86.59
44,87.53
45,86.95
46,86.73
47,87.46
48,87.65
49,88.64
50,88
51,87.68
52,87.98
53,87.76
54,86.56
55,86.79
56,86.19
57,85.94
58,86.39
59,86.8
60,90.75
