Time (sec),Watt
1,88.86
2,88.21
3,88.09
4,88.44
5,87.94
6,88.29
7,90.47
8,91.76
9,89.32
10,91.92
11,94.26
12,97.7
13,95.58
14,90.31
15,88.64
16,88.23
17,89.01
18,88.02
19,88.32
20,89.58
21,88.75
22,88.22
23,87.05
24,87.09
25,85.73
26,85.19
27,86.61
28,86.95
29,87.15
30,86.24
31,87.1
32,87.07
33,87.79
34,86.98
35,86.98
36,86.91
37,88.28
38,87.18
39,86.79
40,86.66
41,87.46
42,87.62
43,87.96
44,87.12
45,87.56
46,87.04
47,88.42
48,88.42
49,88.16
50,87.54
51,87.6
52,87.77
53,88.1
54,86.88
55,86.88
56,86.53
57,85.89
58,86.01
59,88.23
60,93.36
