Time (sec),Watt
1,124.88
2,123.09
3,122.22
4,121.18
5,122.16
6,127.3
7,124.19
8,123.23
9,123.03
10,122.96
11,122.2
12,124.05
13,121.88
14,121.17
15,120.74
16,120.31
17,120.85
18,122.41
19,123.93
20,121.21
21,122.3
22,120.78
23,119.44
24,117.93
25,116.71
26,116.83
27,118.05
28,118.33
29,117.38
30,118.21
31,118.5
32,118.88
33,118.67
34,118.52
35,118.15
36,120.97
37,124.66
38,124.67
39,122.52
40,121.31
41,120.56
42,121.39
43,121.93
44,120.42
45,119.43
46,121.05
47,123.35
48,123.28
49,123.5
50,123.4
51,122.75
52,128.41
53,127.92
54,129.28
55,125.66
56,123.91
57,121.08
58,122.32
59,128.71
60,128.71
