Time (sec),Watt
1,85.11
2,85.04
3,86.55
4,86.03
5,86.93
6,86.7
7,84.72
8,84.23
9,84.13
10,85.72
11,84.11
12,84.69
13,84.33
14,83.59
15,85.45
16,83.74
17,83.97
18,83.79
19,82.76
20,84.03
21,84.03
22,82.43
23,84.33
24,82.33
25,82.69
26,82.29
27,82.97
28,83.44
29,83.35
30,82.61
31,84.68
32,84.6
33,84.74
34,82.87
35,85.37
36,84.09
37,84.15
38,83.61
39,85.19
40,84.72
41,84.7
42,83.8
43,84.96
44,83.69
45,84.64
46,83.51
47,85.49
48,84.89
49,84.19
50,83.38
51,85.01
52,83.56
53,84.59
54,82.95
55,82.87
56,83.33
57,83.33
58,85.17
59,85.91
60,85.91
