Time (sec),Watt
1,105.24
2,103.5
3,102.96
4,102.67
5,101.51
6,101.51
7,102.86
8,105.36
9,105.16
10,104.99
11,103.16
12,102.92
13,103.6
14,102.25
15,102.29
16,101.1
17,102.05
18,101.43
19,102.58
20,101.13
21,101.33
22,101.32
23,100.82
24,99.71
25,99.44
26,98.37
27,99.68
28,98.96
29,99.5 
30,99.24
31,99.69
32,102.16
33,101.48
34,101.03
35,101.22
36,101.12
37,102.39
38,102.45
39,102.45
40,101.61
41,102.19
42,101.88
43,102.05
44,100.89
45,102.22
46,100.59
47,101.67
48,103.07
49,103.02
50,103.22
51,103.11
52,100.85
53,102.46
54,102.06
55,102.06
56,101.82
57,99.75
58,101
59,99.48
60,102.49
