Time (sec),Watt
1,82.44
2,82.02
3,82.7
4,83.82
5,84.02
6,83.3
7,83.86
8,84.41
9,84.59
10,82.7
11,82.41
12,82.17
13,82.4
14,82.5
15,82.72
16,82.3
17,82.43
18,82.01
19,82.48
20,81.96
21,82.07
22,82.12
23,82.5
24,82.13
25,82.22
26,81.73
27,81.26
28,80.77
29,80.09
30,80.47
31,81.18
32,82.03
33,80.65
34,81.19
35,81.9
36,82.51
37,82.54
38,81.43
39,81.39
40,82.27
41,81.61
42,81.55
43,82.18
44,81.93
45,81.68
46,81.74
47,81.4
48,81.35
49,81.46
50,82
51,82.69
52,82.35
53,81.94
54,81.6
55,82.5
56,82.32
57,82.49
58,82.84
59,86.03
60,86.03
