Time (sec),Watt
1,83.38
2,86.55
3,86.45
4,83.64
5,86.66
6,88.75
7,86.31
8,84.45
9,86.08
10,83.89
11,83.66
12,82.69
13,83.36
14,83.79
15,82.96
16,82.83
17,83.28
18,83.28
19,83.34
20,83.12
21,83.19
22,83.47
23,83.52
24,82.86
25,83.3
26,83.26
27,83.26
28,82.36
29,82.36
30,81.86
31,81.08
32,82.75
33,82.75
34,81.86
35,82.14
36,82.86
37,83
38,82.69
39,82.89
40,83.22
41,82.78
42,83.21
43,83.21
44,82.83
45,82.75
46,83.22
47,82.47
48,82.42
49,82.99
50,83.04
51,82.46
52,82.46
53,82.96
54,82.75
55,83.09
56,81.85
57,81.71
58,82.83
59,86.28
60,86.09
