Time (sec),Watt
1,86.93
2,86.24
3,86.42
4,84.41
5,87.9
6,87.5
7,86.57
8,91.33
9,85.44
10,84.65
11,85.13
12,85.76
13,85.78
14,85.01
15,85.43
16,84.55
17,83.96
18,84
19,85.31
20,84.52
21,84.2
22,82.94
23,83.15
24,81.98
25,83.96
26,82.82
27,83.71
28,83.78
29,83.11
30,83.24
31,83.82
32,84.16
33,85.24
34,88.6
35,89.68
36,85.98
37,84.47
38,86.28
39,85.51
40,84.33
41,84.67
42,83.97
43,86
44,83.51
45,85.46
46,84.81
47,84.41
48,84.16
49,84.77
50,84.28
51,84.64
52,84.3
53,84.43
54,82.92
55,83.21
56,85.31
57,86.85
58,89.75
59,90.67
60,88.93
