Time (sec),Watt
1,88.89
2,89.31
3,88.9
4,89.45
5,88.06
6,89.1
7,90.65
8,96.94
9,96.14
10,95.19
11,90.19
12,89.77
13,89.33
14,90.9
15,89.71
16,93.66
17,93.8
18,95.24
19,93.26
20,92.24
21,89.24
22,90.09
23,89.21
24,93.28
25,93.11
26,94.09
27,90.93
28,92.76
29,91.97
30,91.11
31,87.37
32,87.25
33,86.98
34,87.35
35,88.03
36,88.25
37,87.76
38,89.68
39,89.91
40,89.84
41,87.92
42,87.91
43,90.18
44,92.75
45,88.72
46,90.91
47,92.47
48,90.49
49,90.08
50,92.78
51,89.3
52,88.46
53,90.07
54,93.69
55,94.03
56,93.59
57,92.31
58,90.81
59,97.68
60,96.85
