Time (sec),Watt
1,83.63
2,81.18
3,80.15
4,80.25
5,83.93
6,85.28
7,79.66
8,79.18
9,78.06
10,83.25
11,79.78
12,82.76
13,82.76
14,81.88
15,79.21
16,78.99
17,81.8
18,83.16
19,81.63
20,80.1
21,77.61
22,81.87
23,79.16
24,79.35
25,77.09
26,77.44
27,77.44
28,78.2
29,76.93
30,78.37
31,77.65
32,80.37
33,82.15
34,82
35,80.21
36,83.25
37,82.36
38,80.38
39,80.45
40,84.15
41,83.04
42,80.52
43,77.48
44,78.04
45,77.93
46,82.22
47,82.59
48,81.36
49,79.5
50,78.93
51,78.2
52,82.25
53,80.32
54,78.2
55,78.2
56,77.1
57,78.31
58,81.89
59,82.33
60,82.33
