Time (sec),Watt
1,81.5
2,88.05
3,85.55
4,81.53
5,81.15
6,81.02
7,82.45
8,86.1
9,81.72
10,81.02
11,81.32
12,80.85
13,80.93
14,84.57
15,82.15
16,81.51
17,80.97
18,80.84
19,80.02
20,85.99
21,86.99
22,83.8
23,79.39
24,79.96
25,79.43
26,85.12
27,85.12
28,83.41
29,80.06
30,80.45
31,80.27
32,80.95
33,80.95
34,81.4
35,85.01
36,80.96
37,80.13
38,79.7
39,79.7
40,79.81
41,84.27
42,85.77
43,82.01
44,80.61
45,80.01
46,80.11
47,83.34
48,86.09
49,84.11
50,80.72
51,80.72
52,80.45
53,80.12
54,79.52
55,83.85
56,85.22
57,84.3
58,80.15
59,80.63
60,83.37
