Time (sec),Watt
1,97.07
2,95.97
3,91.39
4,103.76
5,92.97
6,88.89
7,89.65
8,88.16
9,90.96
10,90.05
11,90.44
12,91.08
13,91.08
14,88.42
15,87.2
16,87.46
17,89.68
18,90.04
19,86.95
20,86.95
21,88.32
22,89.83
23,88.67
24,85.69
25,85.64
26,85.24
27,86.22
28,85.73
29,85.4
30,87.44
31,86.24
32,86.99
33,86.27
34,86.26
35,87.12
36,86.9
37,90.66
38,89.85
39,89.92
40,89.82
41,90.3
42,90.3
43,86.86
44,87.07
45,88.38
46,86.06
47,86.08
48,89.27
49,89.27
50,90.61
51,87.07
52,87.69
53,87.14
54,90.74
55,87.55
56,86.75
57,85.24
58,86.37
59,90.43
60,95.54
