Time (sec),Watt
1,86.61
2,87.99
3,86.96
4,85.35
5,84.26
6,84.7
7,84.85
8,85.85
9,85.45
10,86
11,85.28
12,84.64
13,85.03
14,85.03
15,85.28
16,85.42
17,84.76
18,85.44
19,85.35
20,85.43
21,85.06
22,84.89
23,84.96
24,84.56
25,83.72
26,83.91
27,84.15
28,84.57
29,84.66
30,84.83
31,85.12
32,85.01
33,85.73
34,85.46
35,85.65
36,85.15
37,85.62
38,85.2
39,85.05
40,85.88
41,84.83
42,86.97
43,86.6
44,86.26
45,85.11
46,85.55
47,85.11
48,86.14
49,85.47
50,85.72
51,85.73
52,85.15
53,86
54,85.42
55,85.05
56,85.02
57,84.04
58,83.97
59,84.36
60,85.99
