Time (sec),Watt
1,86.22
2,84.86
3,86.1
4,85.18
5,86.51
6,84.87
7,85.66
8,86.23
9,85.56
10,85.15
11,85.91
12,85.07
13,85.84
14,85.02
15,84.93
16,84.58
17,85.36
18,85.35
19,85.2
20,85.62
21,85.72
22,84.06
23,84.04
24,83.73
25,85.11
26,84.31
27,84.05
28,83.64
29,84.33
30,84.61
31,84.97
32,85.99
33,87.05
34,84.99
35,85.13
36,84.47
37,83.56
38,83.63
39,83.44
40,83.76
41,85.52
42,83.29
43,83.39
44,85.25
45,83.71
46,83.82
47,84.58
48,84.34
49,83.69
50,85.45
51,85.45
52,83.93
53,84.26
54,82.74
55,83.01
56,82.8
57,83.26
58,85.31
59,90.01
60,88.89
