Time (sec),Watt
1,89.86
2,94.9
3,94.71
4,94.49
5,91.34
6,88.52
7,93.32
8,97.31
9,94.63
10,91.66
11,88.5
12,87.77
13,87.89
14,87.3
15,87.21
16,87.2
17,92.29
18,92.52
19,89
20,88.16
21,86.84
22,86.14
23,85.38
24,85.44
25,24.86
26,85.29
27,87.71
28,93.41
29,93.93
30,95.82
31,95.21
32,96.23
33,95.76
34,95.68
35,94.95
36,96.08
37,95.75
38,96.44
39,94.96
40,95.24
41,93.68
42,92.77
43,93.88
44,95.92
45,95.33
46,96.06
47,95.28
48,95.92
49,95.24
50,95.65
51,95.33
52,95.84
53,94.81
54,94.84
55,93.79
56,93.5
57,95.43
58,96.09
59,94.43
60,95.4
,
,
,
